Tipster,Bet Type,Odds,Result,Bankroll,2%,5%,7%,10%,15%,Multi%
Tipster W,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,29.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster W,Win,11.0,1,1000,220.0,550.0,770.0,1100.0,1650.0,220.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,28.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,13.0,1,1000,260.0,650.0,910.0,1300.0,1950.0,260.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,67.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,14.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,29.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,81.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,56.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,49.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,46.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,29.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,59.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,101.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,90.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,126.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,144.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,6.5,1,1000,130.0,325.0,455.0,650.0,975.0,325.0
Tipster W,Each Way,21.0,1,1000,420.0,1050.0,1470.0,2100.0,3150.0,420.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,1,1000,680.0,1700.0,2380.0,3400.0,5100.0,680.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,24.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,3.75,1,1000,75.0,187.5,262.5,375.0,562.5,187.5
Tipster W,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster W,Win,101.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,23.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,19.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,126.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,51.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,3.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,38.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,67.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,34.0,1,1000,680.0,1700.0,2380.0,3400.0,5100.0,680.0
Tipster W,Win,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
Tipster W,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,41.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Each Way,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,4.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,34.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,26.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster W,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster W,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,4.5,1,1000,90.0,225.0,315.0,450.0,675.0,225.0
Tipster X,Win,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
Tipster X,Win,17.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,3.25,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,7.0,1,1000,140.0,350.0,490.0,700.0,1050.0,350.0
Tipster X,Win,9.0,1,1000,180.0,450.0,630.0,900.0,1350.0,450.0
Tipster X,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,9.0,1,1000,180.0,450.0,630.0,900.0,1350.0,450.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,7.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,4.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Each Way,21.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,12.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,3.25,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,4.5,1,1000,90.0,225.0,315.0,450.0,675.0,225.0
Tipster X,Win,17.0,1,1000,340.0,850.0,1190.0,1700.0,2550.0,340.0
Tipster X,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,13.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,10.0,1,1000,200.0,500.0,700.0,1000.0,1500.0,200.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,15.0,1,1000,300.0,750.0,1050.0,1500.0,2250.0,300.0
Tipster X,Win,11.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,10.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.0,1,1000,100.0,250.0,350.0,500.0,750.0,250.0
Tipster X,Win,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
Tipster X,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,15.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-20.0
Tipster X,Win,5.5,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,9.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,6.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,5.0,1,1000,100.0,250.0,350.0,500.0,750.0,250.0
Tipster X,Win,7.0,0,1000,-20.0,-50.0,-70.0,-100.0,-150.0,-50.0
Tipster X,Win,8.0,1,1000,160.0,400.0,560.0,800.0,1200.0,400.0
